PlotName,State,manual_id,lat,lon,years_trapped,max_trap
unknown,OR,1489,45.1629,-119.2785,3,0
unknown,OR,1544,45.16481,-121.49217,3,8.2
unknown,OR,1545,45.19388,-121.43041,3,5.4
unknown,OR,1546,45.20769,-121.51299,3,0.8
unknown,OR,1547,45.28068,-121.38919,3,14.6
unknown,OR,1548,45.33842,-121.38949,3,2.8
unknown,OR,1549,45.35235,-121.45092,3,0.2
unknown,OR,1556,44.1124,-118.82699,3,0.8
unknown,OR,1557,44.09766,-119.10747,3,0
unknown,OR,1558,44.2123,-119.28679,2,2.4
unknown,OR,1579,42.39501,-122.14007,3,0.6
unknown,OR,1580,42.43824,-122.15906,3,3.8
unknown,OR,1581,42.68289,-122.08459,3,71.6
unknown,OR,1582,42.72655,-122.10419,3,16.4
unknown,OR,1583,42.52497,-122.17949,3,0
unknown,OR,1584,42.32263,-122.19835,3,0.4
unknown,OR,1628,44.55752,-121.72616,3,1
unknown,OR,1629,44.44409,-121.7865,3,0
unknown,OR,1630,44.38591,-121.76616,3,0
unknown,OR,1680,42.86739,-120.85003,2,1.4
unknown,OR,1681,42.94229,-121.30209,1,0.6
unknown,OR,1682,43.08602,-121.28029,2,1.4
unknown,OR,1683,42.88413,-121.00591,2,0
unknown,OR,1684,42.98396,-120.81031,2,0.4
unknown,OR,1687,42.94275,-121.18398,1,0
unknown,OR,1690,42.26527,-123.35766,4,3
unknown,OR,1691,42.38175,-123.5531,4,5.6
unknown,OR,1692,42.10411,-123.49453,4,0.4
unknown,OR,1693,42.58586,-123.27913,4,1
unknown,OR,1694,42.60094,-123.59283,4,2.4
unknown,OR,1695,42.60036,-123.49465,4,3.4
unknown,WA,1011,45.98997,-120.58052,11,12.6
unknown,WA,1279,46.16889,-121.28444,1,2
unknown,WA,1324,46.35936,-121.0674,1,0
unknown,WA,1598,46.99105,-121.14267,1,0
unknown,WA,1601,46.96197,-121.01494,1,0
unknown,WA,1602,46.90522,-121.08755,1,0
unknown,WA,1603,46.86283,-121.08751,1,0
unknown,WA,1604,46.76166,-121.06622,1,0
unknown,WA,1605,46.96202,-120.9295,1,0
unknown,WA,1660,48.27437,-118.44785,1,15.6
unknown,WA,1661,48.2888,-118.42632,1,8.6
