df_id,lat_site,lon_site,mean_biomass,max_biomass,mean_cover
10343,50.425,-122.375,65.81555555555549,252,38.81777777777776
10344,50.425,-122.35,74.79249448123622,252,45.99779249448132
10345,50.425,-122.325,84.94273127753301,252,49.88546255506604
10346,50.425,-122.3,86.3090507726269,255,53.30242825607061
10347,50.425,-122.275,95.78097345132741,255,60.10619469026548
10348,50.425,-122.25,89.62693156732891,255,59.50110375275937
10349,50.425,-122.225,69.0638766519824,255,46.09471365638765
1035,49.125,-119.775,50.696902654867266,255,35.85840707964604
10350,50.425,-122.2,47.62913907284768,252,30.520971302428244
10351,50.425,-122.175,41.692307692307715,219,25.07912087912089
10352,50.425,-122.15,38.96026490066228,206,23.766004415010997
10353,50.425,-122.125,34.00442477876106,207,20.336283185840713
10354,50.425,-122.1,39.149779735682806,222,24.94933920704844
10355,50.425,-122.075,45.856194690265475,224,30.066371681415877
10356,50.425,-122.05,45.311258278145694,252,27.40397350993383
10357,50.425,-122.025,33.56375838926177,224,18.438478747203572
10358,50.425,-122,36.50772626931565,224,20.25165562913908
10359,50.425,-121.975,57.60044150110373,224,36.024282560706396
1036,49.125,-119.75,37.8134831460674,208,19.986516853932585
10360,50.425,-121.95,61.52192982456138,211,39.493421052631504
10361,50.425,-121.925,60.90949227373069,214,38.69094922737309
10362,50.425,-121.9,60.08830022075053,214,38.05298013245033
10363,50.425,-121.875,54.12831858407083,214,33.21681415929205
10364,50.425,-121.85,49.75164835164837,240,29.852747252747246
10365,50.425,-121.825,52.23841059602653,255,31.169977924944856
10366,50.425,-121.8,56.19686800894858,255,37.152125279642114
10367,50.425,-121.775,63.718061674008794,252,47.881057268722444
10368,50.425,-121.75,82.91777777777783,252,60.473333333333315
10369,50.425,-121.725,81.95175438596502,255,53.859649122807014
1037,49.125,-119.725,48.26593406593404,255,29.485714285714298
10370,50.425,-121.7,76.89845474613688,252,40.87637969094923
10371,50.425,-121.675,66.66885964912278,252,35.98464912280702
10372,50.425,-121.65,76.5320088300221,252,48.8057395143488
10373,50.425,-121.625,88.54525386313466,255,63.99116997792493
10374,50.425,-121.6,92.21902654867264,255,74.76327433628319
10375,50.425,-121.575,98.59823399558499,255,79.09271523178808
10376,50.425,-121.55,97.78492239467852,252,75.03325942350334
10377,50.425,-121.525,98.24724061810156,255,73.32008830022076
10378,50.425,-121.5,95.64459161147907,255,71.22295805739519
10379,50.425,-121.475,94.35099337748339,255,74.62913907284768
1038,49.125,-119.7,67.35903083700441,255,46.12334801762119
10380,50.425,-121.45,109.2759381898455,255,80.24724061810154
10381,50.425,-121.425,92.70403587443951,255,66.7085201793722
10382,50.425,-121.4,68.33480176211447,255,44.7224669603524
10383,50.425,-121.375,44.55849889624717,239,27.644591611479076
10384,50.425,-121.35,36.92511013215852,252,19.277533039647597
10385,50.425,-121.325,32.139072847682094,252,16.56732891832227
10386,50.425,-121.3,39.44150110375274,252,23.12803532008829
10387,50.425,-121.275,63.40044247787624,252,40.57079646017698
10388,50.425,-121.25,95.8738938053097,252,61.40486725663721
10389,50.425,-121.225,93.11894273127757,252,68.8568281938326
1039,49.125,-119.675,85.25386313465782,255,66.23178807947019
10390,50.425,-121.2,84.60176991150445,252,78.76769911504425
10391,50.425,-121.175,55.64035087719301,210,85.21710526315789
10392,50.425,-121.15,51.97560975609754,252,89.37472283813747
10393,50.425,-121.125,52.075055187637986,252,88.73289183222957
10394,50.425,-121.1,58.46666666666665,252,83.48666666666665
10395,50.425,-121.075,55.086283185840706,252,72.20796460176993
10396,50.425,-121.05,49.18061674008811,255,61.938325991189465
10397,50.425,-121.025,47.283516483516514,255,53.75604395604403
10398,50.425,-121,52.803964757709224,255,63.136563876652005
10399,50.425,-120.975,49.931718061674005,255,71.5660792951542
104,49,-120.425,26.640176600441343,252,60.693156732891744
1040,49.125,-119.65,72.13422818791946,255,60.885906040268445
10400,50.425,-120.95,50.248337028824835,255,73.75609756097556
10401,50.425,-120.925,44.78901098901104,248,67.92307692307693
10402,50.425,-120.9,51.75938189845481,252,62.622516556291366
10403,50.425,-120.875,64.28256070640175,252,67.48565121412807
10404,50.425,-120.85,71.42760180995477,252,67.88009049773756
10405,50.425,-120.825,58.59381898454749,252,50.78366445916114
10406,50.425,-120.8,56.06401766004419,255,39.827814569536436
10407,50.425,-120.775,70.84988962472406,255,45
10408,50.425,-120.75,86.04222222222216,252,64.26888888888894
10409,50.425,-120.725,87.39867841409692,252,77.40969162995597
1041,49.125,-119.625,46.522026431718054,248,41.988986784140984
10410,50.425,-120.7,72.46784922394683,252,80.10643015521063
10411,50.425,-120.675,62.002212389380574,236,76.12831858407078
